query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
query_1	TRUE	1.5114921385425e-18	1371	378	81	0.214285714285714	0.0590809628008753	GO:0046907	GO:BP	intracellular transport	21017	12431	GO:0006810,GO:0051641,GO:0051649
query_1	TRUE	1.47731229132686e-13	1976	378	90	0.238095238095238	0.0455465587044534	GO:0051649	GO:BP	establishment of localization in cell	21017	13862	GO:0051234,GO:0051641
query_1	TRUE	1.92894929919235e-12	5521	378	171	0.452380952380952	0.0309726498822677	GO:0051179	GO:BP	localization	21017	13558	GO:0008150
query_1	TRUE	2.95610049666203e-12	4341	378	145	0.383597883597884	0.0334024418336789	GO:0006810	GO:BP	transport	21017	2490	GO:0051234
query_1	TRUE	3.41536683528499e-11	3625	378	126	0.333333333333333	0.0347586206896552	GO:0051641	GO:BP	cellular localization	21017	13854	GO:0009987,GO:0051179
query_1	TRUE	1.52309795167233e-10	4869	378	152	0.402116402116402	0.0312179092216061	GO:0051234	GO:BP	establishment of localization	21017	13584	GO:0051179
query_1	TRUE	3.81925002002766e-10	1909	378	81	0.214285714285714	0.0424305919329492	GO:0071705	GO:BP	nitrogen compound transport	21017	16869	GO:0006810
query_1	TRUE	6.69421495229489e-10	3211	378	113	0.298941798941799	0.0351915291186546	GO:0033036	GO:BP	macromolecule localization	21017	7996	GO:0051179
query_1	TRUE	7.4246436418108e-09	1428	378	65	0.171957671957672	0.0455182072829132	GO:0015031	GO:BP	protein transport	21017	4795	GO:0045184,GO:0071705
query_1	TRUE	2.26397085337889e-08	2749	378	98	0.259259259259259	0.0356493270280102	GO:0070727	GO:BP	cellular macromolecule localization	21017	16276	GO:0033036,GO:0051641
query_1	TRUE	4.30250962233444e-08	2738	378	97	0.256613756613757	0.035427319211103	GO:0008104	GO:BP	protein localization	21017	3123	GO:0070727
query_1	TRUE	1.3908279492548e-07	685	378	40	0.105820105820106	0.0583941605839416	GO:0006886	GO:BP	intracellular protein transport	21017	2542	GO:0008104,GO:0015031,GO:0046907
query_1	TRUE	3.06198256729977e-07	4813	378	141	0.373015873015873	0.0292956575940162	GO:0019538	GO:BP	protein metabolic process	21017	5872	GO:0043170,GO:0044238
query_1	TRUE	5.6168756479924e-07	1925	378	74	0.195767195767196	0.0384415584415584	GO:0045184	GO:BP	establishment of protein localization	21017	11313	GO:0008104,GO:0051234
query_1	TRUE	6.25007039207994e-07	3570	378	113	0.298941798941799	0.0316526610644258	GO:0006996	GO:BP	organelle organization	21017	2611	GO:0016043
query_1	TRUE	6.27672678957874e-07	1547	378	64	0.169312169312169	0.0413703943115708	GO:0016192	GO:BP	vesicle-mediated transport	21017	5168	GO:0006810,GO:0009987
query_1	TRUE	1.36747935651228e-06	365	378	27	0.0714285714285714	0.073972602739726	GO:0016050	GO:BP	vesicle organization	21017	5082	GO:0006996
query_1	TRUE	2.47049654360963e-05	2947	378	94	0.248677248677249	0.0318968442483882	GO:0036211	GO:BP	protein modification process	21017	9496	GO:0019538,GO:0043412
query_1	TRUE	2.90589427694674e-05	2398	378	81	0.214285714285714	0.0337781484570475	GO:0051128	GO:BP	regulation of cellular component organization	21017	13512	GO:0016043,GO:0050794
query_1	TRUE	5.64978695827137e-05	2562	378	84	0.222222222222222	0.0327868852459016	GO:0009056	GO:BP	catabolic process	21017	3232	GO:0008152
query_1	TRUE	6.7889838386888e-05	301	378	22	0.0582010582010582	0.0730897009966777	GO:0048193	GO:BP	Golgi vesicle transport	21017	12570	GO:0016192
query_1	TRUE	0.000113310116875415	3129	378	96	0.253968253968254	0.0306807286673058	GO:0043412	GO:BP	macromolecule modification	21017	10679	GO:0043170
query_1	TRUE	0.000114873578519312	11876	378	264	0.698412698412698	0.0222297069720445	GO:0050794	GO:BP	regulation of cellular process	21017	13262	GO:0009987,GO:0050789
query_1	TRUE	0.000195692425762057	6235	378	160	0.423280423280423	0.0256615878107458	GO:0048518	GO:BP	positive regulation of biological process	21017	12801	GO:0008150,GO:0050789
query_1	TRUE	0.00020520373102329	5886	378	153	0.404761904761905	0.0259938837920489	GO:0048522	GO:BP	positive regulation of cellular process	21017	12805	GO:0009987,GO:0048518,GO:0050794
