query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
query_1	TRUE	0.000286157243733776	452	210	19	0.0904761904761905	0.0420353982300885	GO:0043603	GO:BP	amide metabolic process	21017	10795	GO:0008152
query_1	TRUE	0.00812940607803435	234	210	12	0.0571428571428571	0.0512820512820513	GO:0006909	GO:BP	phagocytosis	21017	2559	GO:0006897
query_1	TRUE	0.0142041657350236	3876	210	65	0.30952380952381	0.0167698658410733	GO:0006950	GO:BP	response to stress	21017	2582	GO:0050896
query_1	TRUE	0.0166008657253283	14	210	4	0.019047619047619	0.285714285714286	GO:0098883	GO:BP	synapse pruning	21017	18928	GO:0050808,GO:0150146
query_1	TRUE	0.0170687224987587	542	210	18	0.0857142857142857	0.033210332103321	GO:0030335	GO:BP	positive regulation of cell migration	21017	6781	GO:0016477,GO:0030334,GO:2000147
query_1	TRUE	0.0335392879327066	570	210	18	0.0857142857142857	0.0315789473684211	GO:2000147	GO:BP	positive regulation of cell motility	21017	25495	GO:0040017,GO:0048522,GO:0048870,GO:2000145
query_1	TRUE	0.0338467499024982	1795	210	37	0.176190476190476	0.0206128133704735	GO:0044281	GO:BP	small molecule metabolic process	21017	10948	GO:0008152
query_1	TRUE	0.0407213323671591	57	210	6	0.0285714285714286	0.105263157894737	GO:0034142	GO:BP	toll-like receptor 4 signaling pathway	21017	8450	GO:0140895
query_1	TRUE	0.047268696371296	585	210	18	0.0857142857142857	0.0307692307692308	GO:0040017	GO:BP	positive regulation of locomotion	21017	9905	GO:0040011,GO:0040012,GO:0048518
query_1	FALSE	0.0517859623298479	237	210	11	0.0523809523809524	0.0464135021097046	GO:0097529	GO:BP	myeloid leukocyte migration	21017	18689	GO:0050900
query_1	FALSE	0.0531949273647435	329	210	13	0.0619047619047619	0.0395136778115502	GO:0006790	GO:BP	sulfur compound metabolic process	21017	2476	GO:0008152
query_1	FALSE	0.077032899530872	164	210	9	0.0428571428571429	0.0548780487804878	GO:0006665	GO:BP	sphingolipid metabolic process	21017	2374	GO:0006643
query_1	FALSE	0.0793885885117149	64	210	6	0.0285714285714286	0.09375	GO:0140895	GO:BP	cell surface toll-like receptor signaling pathway	21017	19927	GO:0002752
query_1	FALSE	0.0886264162471143	396	210	14	0.0666666666666667	0.0353535353535354	GO:0050900	GO:BP	leukocyte migration	21017	13342	GO:0002376,GO:0016477
query_1	FALSE	0.0944305622563986	617	210	18	0.0857142857142857	0.0291734197730956	GO:0090407	GO:BP	organophosphate biosynthetic process	21017	18274	GO:0009058,GO:0019637
