query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
query_1	TRUE	2.14754605845266e-09	160	187	16	0.0855614973262032	0.1	GO:0002181	GO:BP	cytoplasmic translation	21017	729	GO:0006412
query_1	TRUE	2.12204960244056e-06	558	187	23	0.122994652406417	0.0412186379928315	GO:0042110	GO:BP	T cell activation	21017	9970	GO:0046649
query_1	TRUE	1.42043737985475e-05	4813	187	78	0.417112299465241	0.0162061084562643	GO:0019538	GO:BP	protein metabolic process	21017	5872	GO:0043170,GO:0044238
query_1	TRUE	5.74182810277949e-05	721	187	24	0.128342245989305	0.0332871012482663	GO:0006412	GO:BP	translation	21017	2170	GO:0009059,GO:0010467,GO:0019538
query_1	TRUE	0.000166230218145459	181	187	12	0.0641711229946524	0.0662983425414365	GO:0046631	GO:BP	alpha-beta T cell activation	21017	12268	GO:0042110
query_1	TRUE	0.000277562238194766	312	187	15	0.0802139037433155	0.0480769230769231	GO:0030217	GO:BP	T cell differentiation	21017	6725	GO:0030098,GO:0042110
query_1	TRUE	0.00114417740108918	787	187	23	0.122994652406417	0.0292249047013977	GO:0046649	GO:BP	lymphocyte activation	21017	12286	GO:0045321
query_1	TRUE	0.0011603130690631	1526	187	34	0.181818181818182	0.0222804718217562	GO:0002682	GO:BP	regulation of immune system process	21017	1200	GO:0002376,GO:0050789
query_1	TRUE	0.00360341051684129	971	187	25	0.133689839572193	0.0257466529351184	GO:0030097	GO:BP	hemopoiesis	21017	6675	GO:0048468
query_1	TRUE	0.00381496685998132	11	187	4	0.0213903743315508	0.363636363636364	GO:0033632	GO:BP	regulation of cell-cell adhesion mediated by integrin	21017	8333	GO:0022407,GO:0033628,GO:0033631
query_1	TRUE	0.00410653540315358	438	187	16	0.0855614973262032	0.0365296803652968	GO:0030098	GO:BP	lymphocyte differentiation	21017	6676	GO:0046649,GO:1903131
query_1	TRUE	0.00442368307384732	128	187	9	0.0481283422459893	0.0703125	GO:0046632	GO:BP	alpha-beta T cell differentiation	21017	12269	GO:0030217,GO:0046631
query_1	TRUE	0.00650129461928498	872	187	23	0.122994652406417	0.0263761467889908	GO:0043066	GO:BP	negative regulation of apoptotic process	21017	10512	GO:0006915,GO:0042981,GO:0043069
query_1	TRUE	0.00807302807770571	2796	187	48	0.25668449197861	0.0171673819742489	GO:0002376	GO:BP	immune system process	21017	906	GO:0008150
query_1	TRUE	0.00831975150503204	951	187	24	0.128342245989305	0.0252365930599369	GO:0045321	GO:BP	leukocyte activation	21017	11356	GO:0001775,GO:0002376
query_1	TRUE	0.0103505485999095	1458	187	31	0.165775401069519	0.0212620027434842	GO:0042981	GO:BP	regulation of apoptotic process	21017	10465	GO:0006915,GO:0043067
query_1	TRUE	0.0105503712627179	898	187	23	0.122994652406417	0.0256124721603563	GO:0043069	GO:BP	negative regulation of programmed cell death	21017	10515	GO:0012501,GO:0043067,GO:0048523
query_1	TRUE	0.0108785914571598	529	187	17	0.0909090909090909	0.0321361058601134	GO:1903131	GO:BP	mononuclear cell differentiation	21017	22787	GO:0002521
query_1	TRUE	0.0173789091375096	12419	187	139	0.74331550802139	0.01119252757871	GO:0044238	GO:BP	primary metabolic process	21017	10936	GO:0008152
query_1	TRUE	0.0175805281951973	1497	187	31	0.165775401069519	0.0207080828323313	GO:0043067	GO:BP	regulation of programmed cell death	21017	10513	GO:0012501,GO:0050794
query_1	TRUE	0.026386381975266	17	187	4	0.0213903743315508	0.235294117647059	GO:0033631	GO:BP	cell-cell adhesion mediated by integrin	21017	8332	GO:0033627,GO:0098609
query_1	TRUE	0.0271866216583561	6	187	3	0.0160427807486631	0.5	GO:0033634	GO:BP	positive regulation of cell-cell adhesion mediated by integrin	21017	8335	GO:0022409,GO:0033630,GO:0033631,GO:0033632
query_1	TRUE	0.0274337464152918	122	187	8	0.0427807486631016	0.0655737704918033	GO:0035710	GO:BP	CD4-positive, alpha-beta T cell activation	21017	9184	GO:0046631
query_1	TRUE	0.0295961865872114	632	187	18	0.0962566844919786	0.0284810126582278	GO:0002521	GO:BP	leukocyte differentiation	21017	1043	GO:0030097,GO:0030154
query_1	TRUE	0.030207449553226	3648	187	56	0.299465240641711	0.0153508771929825	GO:0009893	GO:BP	positive regulation of metabolic process	21017	3753	GO:0008152,GO:0019222,GO:0048522
query_1	TRUE	0.0304376480718167	1098	187	25	0.133689839572193	0.0227686703096539	GO:0001775	GO:BP	cell activation	21017	440	GO:0009987,GO:0032501
query_1	TRUE	0.031412047516305	574	187	17	0.0909090909090909	0.029616724738676	GO:0006914	GO:BP	autophagy	21017	2563	GO:0009056,GO:0061919
query_1	TRUE	0.031412047516305	574	187	17	0.0909090909090909	0.029616724738676	GO:0061919	GO:BP	process utilizing autophagic mechanism	21017	15723	GO:0009987
query_1	TRUE	0.0343863471027334	14188	187	152	0.812834224598931	0.0107132788271779	GO:0008152	GO:BP	metabolic process	21017	3125	GO:0009987
query_1	TRUE	0.0408711799433424	358	187	13	0.0695187165775401	0.0363128491620112	GO:0010506	GO:BP	regulation of autophagy	21017	4181	GO:0006914,GO:0009894
query_1	FALSE	0.0512070845850078	6235	187	82	0.438502673796791	0.0131515637530072	GO:0048518	GO:BP	positive regulation of biological process	21017	12801	GO:0008150,GO:0050789
query_1	FALSE	0.0516140858661214	97	187	7	0.0374331550802139	0.0721649484536082	GO:0043367	GO:BP	CD4-positive, alpha-beta T cell differentiation	21017	10644	GO:0035710,GO:0046632
query_1	FALSE	0.0548648449085989	1066	187	24	0.128342245989305	0.0225140712945591	GO:0002684	GO:BP	positive regulation of immune system process	21017	1202	GO:0002376,GO:0002682,GO:0048518
query_1	FALSE	0.061089901464155	41	187	5	0.0267379679144385	0.121951219512195	GO:0070232	GO:BP	regulation of T cell apoptotic process	21017	16002	GO:0070228,GO:0070231
query_1	FALSE	0.0661916386197115	375	187	13	0.0695187165775401	0.0346666666666667	GO:0050863	GO:BP	regulation of T cell activation	21017	13311	GO:0042110,GO:0051249
query_1	FALSE	0.070990853524561	2008	187	36	0.192513368983957	0.0179282868525896	GO:0006955	GO:BP	immune response	21017	2586	GO:0002376,GO:0050896
query_1	FALSE	0.0730375636128211	5886	187	78	0.417112299465241	0.0132517838939857	GO:0048522	GO:BP	positive regulation of cellular process	21017	12805	GO:0009987,GO:0048518,GO:0050794
query_1	FALSE	0.0866387550169357	44	187	5	0.0267379679144385	0.113636363636364	GO:0043368	GO:BP	positive T cell selection	21017	10645	GO:0045058
query_1	FALSE	0.0953745211400207	145	187	8	0.0427807486631016	0.0551724137931034	GO:1903900	GO:BP	regulation of viral life cycle	21017	23367	GO:0019058,GO:0050792
query_1	FALSE	0.10384647893286	897	187	21	0.112299465240642	0.0234113712374582	GO:0050776	GO:BP	regulation of immune response	21017	13250	GO:0002682,GO:0006955,GO:0048583
query_1	FALSE	0.105585880561532	3349	187	51	0.272727272727273	0.0152284263959391	GO:0010604	GO:BP	positive regulation of macromolecule metabolic process	21017	4251	GO:0009893,GO:0043170,GO:0060255
query_1	FALSE	0.110757375644599	765	187	19	0.101604278074866	0.0248366013071895	GO:0001817	GO:BP	regulation of cytokine production	21017	474	GO:0001816,GO:0010468,GO:0051239
query_1	FALSE	0.112203307402687	24	187	4	0.0213903743315508	0.166666666666667	GO:0045063	GO:BP	T-helper 1 cell differentiation	21017	11261	GO:0042088,GO:0042093
query_1	FALSE	0.114809498028641	2562	187	42	0.224598930481283	0.0163934426229508	GO:0009056	GO:BP	catabolic process	21017	3232	GO:0008152
query_1	FALSE	0.124998479267521	772	187	19	0.101604278074866	0.0246113989637306	GO:0001816	GO:BP	cytokine production	21017	473	GO:0010467,GO:0032501
query_1	FALSE	0.12960544381664	242	187	10	0.053475935828877	0.0413223140495868	GO:0009636	GO:BP	response to toxic substance	21017	3554	GO:0042221
query_1	FALSE	0.132973579594767	1663	187	31	0.165775401069519	0.0186410102224895	GO:0048585	GO:BP	negative regulation of response to stimulus	21017	12856	GO:0048519,GO:0048583,GO:0050896
query_1	FALSE	0.154012032772313	1919	187	34	0.181818181818182	0.0177175612298072	GO:0006915	GO:BP	apoptotic process	21017	2564	GO:0012501
query_1	FALSE	0.157493909031062	2	187	2	0.0106951871657754	1	GO:0070982	GO:BP	L-asparagine metabolic process	21017	16414	GO:0006528,GO:0043603
query_1	FALSE	0.178201737898334	51	187	5	0.0267379679144385	0.0980392156862745	GO:0042149	GO:BP	cellular response to glucose starvation	21017	9992	GO:0009267
query_1	FALSE	0.180488108713441	1300	187	26	0.13903743315508	0.02	GO:0009968	GO:BP	negative regulation of signal transduction	21017	3806	GO:0007165,GO:0009966,GO:0010648,GO:0023057,GO:0048585
query_1	FALSE	0.190461746267856	2707	187	43	0.229946524064171	0.0158847432582194	GO:0009891	GO:BP	positive regulation of biosynthetic process	21017	3751	GO:0009058,GO:0009889,GO:0009893
query_1	FALSE	0.205313020144272	1013	187	22	0.117647058823529	0.0217176702862784	GO:0043687	GO:BP	post-translational protein modification	21017	10838	GO:0036211
query_1	FALSE	0.223630977468956	85	187	6	0.0320855614973262	0.0705882352941176	GO:0045069	GO:BP	regulation of viral genome replication	21017	11267	GO:0019079,GO:1903900
query_1	FALSE	0.226129358426578	366	187	12	0.0641711229946524	0.0327868852459016	GO:1903037	GO:BP	regulation of leukocyte cell-cell adhesion	21017	22717	GO:0007159,GO:0022407
query_1	FALSE	0.231074150901904	7320	187	90	0.481283422459893	0.0122950819672131	GO:0051716	GO:BP	cellular response to stimulus	21017	13909	GO:0009987,GO:0050896
query_1	FALSE	0.241621021464504	486	187	14	0.0748663101604278	0.0288065843621399	GO:0001819	GO:BP	positive regulation of cytokine production	21017	476	GO:0001816,GO:0001817,GO:0010628,GO:0051240
query_1	FALSE	0.246120963450231	427	187	13	0.0695187165775401	0.0304449648711944	GO:0016032	GO:BP	viral process	21017	5071	GO:0008150
query_1	FALSE	0.256426494933158	55	187	5	0.0267379679144385	0.0909090909090909	GO:0045071	GO:BP	negative regulation of viral genome replication	21017	11269	GO:0019079,GO:0045069,GO:0048525
query_1	FALSE	0.271071046557156	88	187	6	0.0320855614973262	0.0681818181818182	GO:0033077	GO:BP	T cell differentiation in thymus	21017	8025	GO:0030217
query_1	FALSE	0.278866363902689	169	187	8	0.0427807486631016	0.0473372781065089	GO:0050792	GO:BP	regulation of viral process	21017	13260	GO:0016032,GO:0050789
query_1	FALSE	0.282004868411912	319	187	11	0.0588235294117647	0.0344827586206897	GO:0019058	GO:BP	viral life cycle	21017	5555	GO:0016032
query_1	FALSE	0.282671215085099	1980	187	34	0.181818181818182	0.0171717171717172	GO:0012501	GO:BP	programmed cell death	21017	4572	GO:0008219
query_1	FALSE	0.287064680306327	127	187	7	0.0374331550802139	0.0551181102362205	GO:0019079	GO:BP	viral genome replication	21017	5569	GO:0016032,GO:0019058
query_1	FALSE	0.287486605746686	12	187	3	0.0160427807486631	0.25	GO:1903377	GO:BP	negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway	21017	22956	GO:0036480,GO:0043524,GO:1902176,GO:1903376
query_1	FALSE	0.293801669700673	1984	187	34	0.181818181818182	0.0171370967741935	GO:0008219	GO:BP	cell death	21017	3146	GO:0009987
query_1	FALSE	0.299962326345488	1189	187	24	0.128342245989305	0.0201850294365013	GO:0010628	GO:BP	positive regulation of gene expression	21017	4274	GO:0010467,GO:0010468,GO:0010557
query_1	FALSE	0.304239771420218	57	187	5	0.0267379679144385	0.087719298245614	GO:0045058	GO:BP	T cell selection	21017	11256	GO:0002376,GO:0030217
query_1	FALSE	0.30491952195228	497	187	14	0.0748663101604278	0.028169014084507	GO:0051249	GO:BP	regulation of lymphocyte activation	21017	13596	GO:0002694,GO:0046649
query_1	FALSE	0.313359375154279	561	187	15	0.0802139037433155	0.0267379679144385	GO:0002694	GO:BP	regulation of leukocyte activation	21017	1212	GO:0002682,GO:0045321,GO:0050865
query_1	FALSE	0.338142337442646	502	187	14	0.0748663101604278	0.0278884462151394	GO:0002683	GO:BP	negative regulation of immune system process	21017	1201	GO:0002376,GO:0002682,GO:0048519
query_1	FALSE	0.342897581572555	7076	187	87	0.46524064171123	0.0122950819672131	GO:0019222	GO:BP	regulation of metabolic process	21017	5599	GO:0008152,GO:0050794
query_1	FALSE	0.350397087471153	2604	187	41	0.219251336898396	0.0157450076804916	GO:0010557	GO:BP	positive regulation of macromolecule biosynthetic process	21017	4210	GO:0009059,GO:0009891,GO:0010556,GO:0010604
query_1	FALSE	0.358585254393112	59	187	5	0.0267379679144385	0.0847457627118644	GO:0008631	GO:BP	intrinsic apoptotic signaling pathway in response to oxidative stress	21017	3219	GO:0097193
query_1	FALSE	0.358585254393112	59	187	5	0.0267379679144385	0.0847457627118644	GO:0070231	GO:BP	T cell apoptotic process	21017	16001	GO:0070227
query_1	FALSE	0.358585254393112	59	187	5	0.0267379679144385	0.0847457627118644	GO:0070228	GO:BP	regulation of lymphocyte apoptotic process	21017	15998	GO:0070227,GO:2000106
query_1	FALSE	0.412971755655277	95	187	6	0.0320855614973262	0.0631578947368421	GO:0048525	GO:BP	negative regulation of viral process	21017	12808	GO:0016032,GO:0048519,GO:0050792
query_1	FALSE	0.437286653778771	96	187	6	0.0320855614973262	0.0625	GO:0098869	GO:BP	cellular oxidant detoxification	21017	18920	GO:1990748
query_1	FALSE	0.467713898618481	231	187	9	0.0481283422459893	0.038961038961039	GO:0043523	GO:BP	regulation of neuron apoptotic process	21017	10752	GO:0042981,GO:0051402
query_1	FALSE	0.469708815061709	3	187	2	0.0106951871657754	0.666666666666667	GO:0061691	GO:BP	detoxification of hydrogen peroxide	21017	15618	GO:0042542,GO:0042743,GO:0061687
query_1	FALSE	0.526485011911215	1795	187	31	0.165775401069519	0.0172701949860724	GO:0044281	GO:BP	small molecule metabolic process	21017	10948	GO:0008152
query_1	FALSE	0.56222416376568	404	187	12	0.0641711229946524	0.0297029702970297	GO:0007159	GO:BP	leukocyte cell-cell adhesion	21017	2723	GO:0098609
query_1	FALSE	0.608042449051554	732	187	17	0.0909090909090909	0.023224043715847	GO:0050778	GO:BP	positive regulation of immune response	21017	13252	GO:0002684,GO:0006955,GO:0048584,GO:0050776
query_1	FALSE	0.630112296568053	1407	187	26	0.13903743315508	0.0184790334044065	GO:0010648	GO:BP	negative regulation of cell communication	21017	4294	GO:0007154,GO:0010646,GO:0048523
query_1	FALSE	0.630112296568053	1407	187	26	0.13903743315508	0.0184790334044065	GO:0023057	GO:BP	negative regulation of signaling	21017	6642	GO:0023051,GO:0023052,GO:0048519
query_1	FALSE	0.63684340870704	3876	187	54	0.288770053475936	0.0139318885448916	GO:0006950	GO:BP	response to stress	21017	2582	GO:0050896
query_1	FALSE	0.658854533233698	242	187	9	0.0481283422459893	0.0371900826446281	GO:0044843	GO:BP	cell cycle G1/S phase transition	21017	11189	GO:0044770
query_1	FALSE	0.697767331128842	1030	187	21	0.112299465240642	0.0203883495145631	GO:0009894	GO:BP	regulation of catabolic process	21017	3754	GO:0009056,GO:0019222
query_1	FALSE	0.757459332026679	962	187	20	0.106951871657754	0.0207900207900208	GO:0070647	GO:BP	protein modification by small protein conjugation or removal	21017	16231	GO:0043687
query_1	FALSE	0.8243033537908	5486	187	70	0.374331550802139	0.012759752096245	GO:0080090	GO:BP	regulation of primary metabolic process	21017	17800	GO:0019222,GO:0044238
query_1	FALSE	0.847585356082838	616	187	15	0.0802139037433155	0.0243506493506494	GO:0050865	GO:BP	regulation of cell activation	21017	13313	GO:0001775,GO:0050794,GO:0051239
query_1	FALSE	0.862022204868198	617	187	15	0.0802139037433155	0.0243111831442464	GO:0090407	GO:BP	organophosphate biosynthetic process	21017	18274	GO:0009058,GO:0019637
query_1	FALSE	0.907914206024421	8993	187	103	0.550802139037433	0.0114533526075837	GO:0050896	GO:BP	response to stimulus	21017	13339	GO:0008150
query_1	FALSE	0.933908225767357	4	187	2	0.0106951871657754	0.5	GO:0019740	GO:BP	nitrogen utilization	21017	6024	GO:0031667,GO:0141067
query_1	FALSE	0.933908225767357	4	187	2	0.0106951871657754	0.5	GO:1905636	GO:BP	positive regulation of RNA polymerase II regulatory region sequence-specific DNA binding	21017	24789	GO:1903025,GO:2000679
query_1	FALSE	0.933908225767357	4	187	2	0.0106951871657754	0.5	GO:0141067	GO:BP	intracellular nitrogen homeostasis	21017	20003	GO:0055082
query_1	FALSE	0.933908225767357	4	187	2	0.0106951871657754	0.5	GO:0140468	GO:BP	HRI-mediated signaling	21017	19789	GO:0140467
query_1	FALSE	0.950331314449519	41	187	4	0.0213903743315508	0.0975609756097561	GO:0032509	GO:BP	endosome transport via multivesicular body sorting pathway	21017	7616	GO:0016197,GO:0071985
query_1	FALSE	1	1093	187	15	0.0802139037433155	0.0137236962488564	GO:0051130	GO:BP	positive regulation of cellular component organization	21017	13514	GO:0016043,GO:0048522,GO:0051128
query_1	FALSE	1	294	187	3	0.0160427807486631	0.0102040816326531	GO:0051146	GO:BP	striated muscle cell differentiation	21017	13529	GO:0042692
query_1	FALSE	1	142	187	1	0.0053475935828877	0.00704225352112676	GO:0051147	GO:BP	regulation of muscle cell differentiation	21017	13530	GO:0042692,GO:0045595
query_1	FALSE	1	68	187	1	0.0053475935828877	0.0147058823529412	GO:0051149	GO:BP	positive regulation of muscle cell differentiation	21017	13532	GO:0042692,GO:0045597,GO:0051147
query_1	FALSE	1	85	187	1	0.0053475935828877	0.0117647058823529	GO:0051153	GO:BP	regulation of striated muscle cell differentiation	21017	13536	GO:0051146,GO:0051147
query_1	FALSE	1	43	187	1	0.0053475935828877	0.0232558139534884	GO:0051155	GO:BP	positive regulation of striated muscle cell differentiation	21017	13538	GO:0051146,GO:0051149,GO:0051153
query_1	FALSE	1	161	187	1	0.0053475935828877	0.0062111801242236	GO:0051236	GO:BP	establishment of RNA localization	21017	13586	GO:0006403,GO:0051234
query_1	FALSE	1	2398	187	28	0.149732620320856	0.0116763969974979	GO:0051128	GO:BP	regulation of cellular component organization	21017	13512	GO:0016043,GO:0050794
query_1	FALSE	1	719	187	6	0.0320855614973262	0.00834492350486787	GO:0051129	GO:BP	negative regulation of cellular component organization	21017	13513	GO:0016043,GO:0048523,GO:0051128
query_1	FALSE	1	2	187	1	0.0053475935828877	0.5	GO:0051228	GO:BP	mitotic spindle disassembly	21017	13579	GO:0007052,GO:0051230
