query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
query_1	TRUE	6.49379510115442e-13	160	91	15	0.164835164835165	0.09375	GO:0002181	GO:BP	cytoplasmic translation	21017	729	GO:0006412
query_1	TRUE	0.000167944809861243	721	91	16	0.175824175824176	0.0221914008321775	GO:0006412	GO:BP	translation	21017	2170	GO:0009059,GO:0010467,GO:0019538
query_1	TRUE	0.00130717990610143	16	91	4	0.043956043956044	0.25	GO:0001732	GO:BP	formation of cytoplasmic translation initiation complex	21017	411	GO:0002183,GO:0022618
query_1	TRUE	0.00177353173315916	5	91	3	0.032967032967033	0.6	GO:0075525	GO:BP	viral translational termination-reinitiation	21017	17758	GO:0016032,GO:0019081
query_1	TRUE	0.00422798884380912	21	91	4	0.043956043956044	0.19047619047619	GO:0019081	GO:BP	viral translation	21017	5571	GO:0016032,GO:0019080
query_1	TRUE	0.00845342422547191	282	91	9	0.0989010989010989	0.0319148936170213	GO:0042113	GO:BP	B cell activation	21017	9971	GO:0046649
query_1	TRUE	0.0211851797036275	316	91	9	0.0989010989010989	0.0284810126582278	GO:0042254	GO:BP	ribosome biogenesis	21017	10060	GO:0022613
query_1	TRUE	0.0263302975372911	2796	91	28	0.307692307692308	0.0100143061516452	GO:0002376	GO:BP	immune system process	21017	906	GO:0008150
query_1	TRUE	0.0487617422569105	351	91	9	0.0989010989010989	0.0256410256410256	GO:0070661	GO:BP	leukocyte proliferation	21017	16242	GO:0008283
query_1	FALSE	0.0758158282212856	787	91	13	0.142857142857143	0.0165184243964422	GO:0046649	GO:BP	lymphocyte activation	21017	12286	GO:0045321
query_1	FALSE	0.0888722457456434	44	91	4	0.043956043956044	0.0909090909090909	GO:0002183	GO:BP	cytoplasmic translational initiation	21017	731	GO:0002181,GO:0006413
query_1	FALSE	0.116138228834138	17	91	3	0.032967032967033	0.176470588235294	GO:0002371	GO:BP	dendritic cell cytokine production	21017	903	GO:0002367,GO:0002443
