query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
query_1	TRUE	2.08552050252146e-05	951	71	17	0.23943661971831	0.017875920084122	GO:0045321	GO:BP	leukocyte activation	21017	11356	GO:0001775,GO:0002376
query_1	TRUE	0.000168923061169437	1098	71	17	0.23943661971831	0.0154826958105647	GO:0001775	GO:BP	cell activation	21017	440	GO:0009987,GO:0032501
query_1	TRUE	0.000282011544444987	7234	71	46	0.647887323943662	0.00635886093447609	GO:0032501	GO:BP	multicellular organismal process	21017	7611	GO:0008150
query_1	TRUE	0.000380637788384615	6235	71	42	0.591549295774648	0.00673616680032077	GO:0048518	GO:BP	positive regulation of biological process	21017	12801	GO:0008150,GO:0050789
query_1	TRUE	0.000391883438238269	77	71	6	0.0845070422535211	0.0779220779220779	GO:0002260	GO:BP	lymphocyte homeostasis	21017	792	GO:0001776
query_1	TRUE	0.00245515760866999	240	71	8	0.112676056338028	0.0333333333333333	GO:0002274	GO:BP	myeloid leukocyte activation	21017	806	GO:0045321
query_1	TRUE	0.0027349404435349	5886	71	39	0.549295774647887	0.00662589194699286	GO:0048522	GO:BP	positive regulation of cellular process	21017	12805	GO:0009987,GO:0048518,GO:0050794
query_1	TRUE	0.00335378464509605	787	71	13	0.183098591549296	0.0165184243964422	GO:0046649	GO:BP	lymphocyte activation	21017	12286	GO:0045321
query_1	TRUE	0.00341984165445107	111	71	6	0.0845070422535211	0.0540540540540541	GO:0001776	GO:BP	leukocyte homeostasis	21017	441	GO:0002376,GO:0048872
query_1	TRUE	0.00361130366890323	1526	71	18	0.253521126760563	0.0117955439056356	GO:0002682	GO:BP	regulation of immune system process	21017	1200	GO:0002376,GO:0050789
query_1	TRUE	0.00380916543993145	2796	71	25	0.352112676056338	0.00894134477825465	GO:0002376	GO:BP	immune system process	21017	906	GO:0008150
query_1	TRUE	0.00388755950961892	2604	71	24	0.338028169014085	0.00921658986175115	GO:0010557	GO:BP	positive regulation of macromolecule biosynthetic process	21017	4210	GO:0009059,GO:0009891,GO:0010556,GO:0010604
query_1	TRUE	0.00426109649394772	1710	71	19	0.267605633802817	0.0111111111111111	GO:0045893	GO:BP	positive regulation of DNA-templated transcription	21017	11691	GO:0006351,GO:0006355,GO:1902680
query_1	TRUE	0.00437305135791513	1713	71	19	0.267605633802817	0.0110916520723876	GO:1902680	GO:BP	positive regulation of RNA biosynthetic process	21017	22435	GO:0010557,GO:0032774,GO:0051254,GO:2001141
query_1	TRUE	0.00624676555492	703	71	12	0.169014084507042	0.0170697012802276	GO:0002252	GO:BP	immune effector process	21017	784	GO:0002376
query_1	TRUE	0.00757186965766948	33	71	4	0.0563380281690141	0.121212121212121	GO:0001782	GO:BP	B cell homeostasis	21017	447	GO:0002260
query_1	TRUE	0.00772578517917689	2707	71	24	0.338028169014085	0.00886590321388992	GO:0009891	GO:BP	positive regulation of biosynthetic process	21017	3751	GO:0009058,GO:0009889,GO:0009893
query_1	TRUE	0.0128377800880426	1844	71	19	0.267605633802817	0.0103036876355748	GO:0051254	GO:BP	positive regulation of RNA metabolic process	21017	13601	GO:0010604,GO:0016070,GO:0045935,GO:0051252
query_1	TRUE	0.0143485121800108	2038	71	20	0.28169014084507	0.0098135426889107	GO:0045935	GO:BP	positive regulation of nucleobase-containing compound metabolic process	21017	11729	GO:0006139,GO:0009893,GO:0019219
query_1	TRUE	0.023605063239306	3958	71	29	0.408450704225352	0.00732693279434058	GO:0048583	GO:BP	regulation of response to stimulus	21017	12854	GO:0050789,GO:0050896
query_1	TRUE	0.0302074886739682	561	71	10	0.140845070422535	0.017825311942959	GO:0002694	GO:BP	regulation of leukocyte activation	21017	1212	GO:0002682,GO:0045321,GO:0050865
query_1	TRUE	0.0318482684559365	47	71	4	0.0563380281690141	0.0851063829787234	GO:0001774	GO:BP	microglial cell activation	21017	439	GO:0002269,GO:0042116,GO:0061900
query_1	TRUE	0.0398142931537273	7320	71	42	0.591549295774648	0.00573770491803279	GO:0051716	GO:BP	cellular response to stimulus	21017	13909	GO:0009987,GO:0050896
query_1	TRUE	0.0408086790134706	50	71	4	0.0563380281690141	0.08	GO:0002269	GO:BP	leukocyte activation involved in inflammatory response	21017	801	GO:0006954,GO:0045321
query_1	FALSE	0.0517208915294937	107	71	5	0.0704225352112676	0.0467289719626168	GO:0042116	GO:BP	macrophage activation	21017	9972	GO:0002274
query_1	FALSE	0.0596698946614583	55	71	4	0.0563380281690141	0.0727272727272727	GO:0061900	GO:BP	glial cell activation	21017	15715	GO:0001775,GO:0150076
query_1	FALSE	0.060778632140722	609	71	10	0.140845070422535	0.0164203612479475	GO:0071396	GO:BP	cellular response to lipid	21017	16648	GO:0033993,GO:0070887
query_1	FALSE	0.0669313899474969	616	71	10	0.140845070422535	0.0162337662337662	GO:0050865	GO:BP	regulation of cell activation	21017	13313	GO:0001775,GO:0050794,GO:0051239
query_1	FALSE	0.0773769044421388	282	71	7	0.0985915492957746	0.024822695035461	GO:0042113	GO:BP	B cell activation	21017	9971	GO:0046649
query_1	FALSE	0.0805518232671024	2293	71	20	0.28169014084507	0.00872219799389446	GO:0048584	GO:BP	positive regulation of response to stimulus	21017	12855	GO:0048518,GO:0048583,GO:0050896
query_1	FALSE	0.0809843486997261	504	71	9	0.126760563380282	0.0178571428571429	GO:0002764	GO:BP	immune response-regulating signaling pathway	21017	1275	GO:0007165,GO:0050776
query_1	FALSE	0.0930839554771524	3349	71	25	0.352112676056338	0.00746491489997014	GO:0010604	GO:BP	positive regulation of macromolecule metabolic process	21017	4251	GO:0009893,GO:0043170,GO:0060255
query_1	FALSE	0.102156543104849	5979	71	36	0.507042253521127	0.00602107375815354	GO:0007165	GO:BP	signal transduction	21017	2729	GO:0007154,GO:0009987,GO:0023052,GO:0050794,GO:0051716
query_1	FALSE	0.112029521937592	4	71	2	0.028169014084507	0.5	GO:1904151	GO:BP	positive regulation of microglial cell mediated cytotoxicity	21017	23572	GO:0001912,GO:0002888,GO:0090634,GO:1904149
query_1	FALSE	0.112029521937592	4	71	2	0.028169014084507	0.5	GO:0001922	GO:BP	B-1 B cell homeostasis	21017	537	GO:0001782
query_1	FALSE	0.116643339781449	1261	71	14	0.197183098591549	0.0111022997620936	GO:0045944	GO:BP	positive regulation of transcription by RNA polymerase II	21017	11737	GO:0006357,GO:0006366,GO:0045893
query_1	FALSE	0.126710670446609	305	71	7	0.0985915492957746	0.0229508196721311	GO:0002366	GO:BP	leukocyte activation involved in immune response	21017	898	GO:0002263,GO:0045321
query_1	FALSE	0.13296333807503	809	71	11	0.154929577464789	0.0135970333745365	GO:0048871	GO:BP	multicellular organismal-level homeostasis	21017	13114	GO:0032501,GO:0042592
query_1	FALSE	0.136901110165856	3648	71	26	0.366197183098592	0.00712719298245614	GO:0009893	GO:BP	positive regulation of metabolic process	21017	3753	GO:0008152,GO:0019222,GO:0048522
query_1	FALSE	0.137462974886661	309	71	7	0.0985915492957746	0.0226537216828479	GO:0002263	GO:BP	cell activation involved in immune response	21017	795	GO:0001775,GO:0002252,GO:0006955
query_1	FALSE	0.142911092552074	214	71	6	0.0845070422535211	0.0280373831775701	GO:0071222	GO:BP	cellular response to lipopolysaccharide	21017	16484	GO:0032496,GO:0071219,GO:0071396,GO:1901701
query_1	FALSE	0.181127948060815	323	71	7	0.0985915492957746	0.021671826625387	GO:0048872	GO:BP	homeostasis of number of cells	21017	13115	GO:0048871
query_1	FALSE	0.183639390291832	224	71	6	0.0845070422535211	0.0267857142857143	GO:0071219	GO:BP	cellular response to molecule of bacterial origin	21017	16481	GO:0002237,GO:0071216
query_1	FALSE	0.186307360231324	5	71	2	0.028169014084507	0.4	GO:1904149	GO:BP	regulation of microglial cell mediated cytotoxicity	21017	23570	GO:0001910,GO:0002886,GO:0090634
