query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
query_1	TRUE	3.80112996572598e-05	14	48	4	0.0833333333333333	0.285714285714286	GO:0098883	GO:BP	synapse pruning	21017	18928	GO:0050808,GO:0150146
query_1	TRUE	0.000532473191207917	543	48	10	0.208333333333333	0.0184162062615101	GO:0002253	GO:BP	activation of immune response	21017	785	GO:0002376,GO:0050778
query_1	TRUE	0.000557457191450347	64	48	5	0.104166666666667	0.078125	GO:0006956	GO:BP	complement activation	21017	2587	GO:0002252,GO:0002253,GO:0006959
query_1	TRUE	0.000652070923799304	27	48	4	0.0833333333333333	0.148148148148148	GO:0150146	GO:BP	cell junction disassembly	21017	20166	GO:0022411,GO:0034330
query_1	TRUE	0.00367548043135544	41	48	4	0.0833333333333333	0.0975609756097561	GO:0006958	GO:BP	complement activation, classical pathway	21017	2589	GO:0002455,GO:0006956
query_1	TRUE	0.00687246234216742	721	48	10	0.208333333333333	0.013869625520111	GO:0009617	GO:BP	response to bacterium	21017	3543	GO:0051707
query_1	TRUE	0.00785700585558211	732	48	10	0.208333333333333	0.0136612021857923	GO:0050778	GO:BP	positive regulation of immune response	21017	13252	GO:0002684,GO:0006955,GO:0048584,GO:0050776
query_1	TRUE	0.00792455845926954	1526	48	14	0.291666666666667	0.00917431192660551	GO:0002682	GO:BP	regulation of immune system process	21017	1200	GO:0002376,GO:0050789
query_1	TRUE	0.0120914344958848	55	48	4	0.0833333333333333	0.0727272727272727	GO:0002455	GO:BP	humoral immune response mediated by circulating immunoglobulin	21017	978	GO:0006959,GO:0016064
query_1	TRUE	0.0139574987713716	57	48	4	0.0833333333333333	0.0701754385964912	GO:0034142	GO:BP	toll-like receptor 4 signaling pathway	21017	8450	GO:0140895
query_1	TRUE	0.0221892390561426	64	48	4	0.0833333333333333	0.0625	GO:0140895	GO:BP	cell surface toll-like receptor signaling pathway	21017	19927	GO:0002752
query_1	TRUE	0.0280933364666494	847	48	10	0.208333333333333	0.0118063754427391	GO:0006954	GO:BP	inflammatory response	21017	2585	GO:0006952
query_1	TRUE	0.0320366749642636	1724	48	14	0.291666666666667	0.00812064965197216	GO:0044419	GO:BP	biological process involved in interspecies interaction between organisms	21017	10998	GO:0008150
