query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
query_1	TRUE	0.000808866946880969	1371	78	19	0.243589743589744	0.0138584974471189	GO:0046907	GO:BP	intracellular transport	21017	12431	GO:0006810,GO:0051641,GO:0051649
query_1	TRUE	0.00096271500548923	3211	78	30	0.384615384615385	0.00934288383681096	GO:0033036	GO:BP	macromolecule localization	21017	7996	GO:0051179
query_1	TRUE	0.00242966476773556	685	78	13	0.166666666666667	0.018978102189781	GO:0006886	GO:BP	intracellular protein transport	21017	2542	GO:0008104,GO:0015031,GO:0046907
query_1	TRUE	0.0067079277226553	1428	78	18	0.230769230769231	0.0126050420168067	GO:0015031	GO:BP	protein transport	21017	4795	GO:0045184,GO:0071705
query_1	TRUE	0.00731205978639822	4341	78	34	0.435897435897436	0.00783229670582815	GO:0006810	GO:BP	transport	21017	2490	GO:0051234
query_1	TRUE	0.00855297290115147	1925	78	21	0.269230769230769	0.0109090909090909	GO:0045184	GO:BP	establishment of protein localization	21017	11313	GO:0008104,GO:0051234
query_1	TRUE	0.0196483676853191	2738	78	25	0.320512820512821	0.00913075237399562	GO:0008104	GO:BP	protein localization	21017	3123	GO:0070727
query_1	TRUE	0.0210864925893188	2749	78	25	0.320512820512821	0.00909421607857403	GO:0070727	GO:BP	cellular macromolecule localization	21017	16276	GO:0033036,GO:0051641
query_1	TRUE	0.0226378110045202	2947	78	26	0.333333333333333	0.00882253138785205	GO:0036211	GO:BP	protein modification process	21017	9496	GO:0019538,GO:0043412
query_1	TRUE	0.0270070012835719	4813	78	35	0.448717948717949	0.00727197174319551	GO:0019538	GO:BP	protein metabolic process	21017	5872	GO:0043170,GO:0044238
query_1	TRUE	0.0279901820194526	1909	78	20	0.256410256410256	0.0104766893661603	GO:0071705	GO:BP	nitrogen compound transport	21017	16869	GO:0006810
query_1	TRUE	0.0352018225173382	4869	78	35	0.448717948717949	0.00718833436023824	GO:0051234	GO:BP	establishment of localization	21017	13584	GO:0051179
query_1	FALSE	0.0659266256977637	3129	78	26	0.333333333333333	0.008309364014062	GO:0043412	GO:BP	macromolecule modification	21017	10679	GO:0043170
query_1	FALSE	0.0871867960988675	5521	78	37	0.474358974358974	0.00670168447744974	GO:0051179	GO:BP	localization	21017	13558	GO:0008150
query_1	FALSE	0.109344320038962	266	78	7	0.0897435897435897	0.0263157894736842	GO:0000209	GO:BP	protein polyubiquitination	21017	59	GO:0016567
query_1	FALSE	0.110645993333114	3625	78	28	0.358974358974359	0.00772413793103448	GO:0051641	GO:BP	cellular localization	21017	13854	GO:0009987,GO:0051179
