query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
query_1	TRUE	3.32515097959428e-08	136	48	9	0.1875	0.0661764705882353	GO:0030168	GO:BP	platelet activation	21017	6695	GO:0001775,GO:0007596
query_1	TRUE	1.36316888599919e-07	228	48	10	0.208333333333333	0.043859649122807	GO:0007596	GO:BP	blood coagulation	21017	3055	GO:0007599,GO:0042060,GO:0050817
query_1	TRUE	1.68676586665322e-07	233	48	10	0.208333333333333	0.0429184549356223	GO:0050817	GO:BP	coagulation	21017	13279	GO:0032501
query_1	TRUE	1.83429413531037e-07	235	48	10	0.208333333333333	0.0425531914893617	GO:0007599	GO:BP	hemostasis	21017	3058	GO:0050878
query_1	TRUE	2.66694920551208e-07	430	48	12	0.25	0.027906976744186	GO:0042060	GO:BP	wound healing	21017	9947	GO:0009611
query_1	TRUE	4.29566248595957e-07	564	48	13	0.270833333333333	0.0230496453900709	GO:0009611	GO:BP	response to wounding	21017	3539	GO:0006950
query_1	TRUE	8.13507672819956e-06	719	48	13	0.270833333333333	0.0180806675938804	GO:0030036	GO:BP	actin cytoskeleton organization	21017	6660	GO:0007010,GO:0030029
query_1	TRUE	1.51236036480919e-05	371	48	10	0.208333333333333	0.0269541778975741	GO:0050878	GO:BP	regulation of body fluid levels	21017	13323	GO:0065008
query_1	TRUE	2.72792217802711e-05	74	48	6	0.125	0.0810810810810811	GO:0070527	GO:BP	platelet aggregation	21017	16166	GO:0030168,GO:0034109
query_1	TRUE	3.16424366425578e-05	806	48	13	0.270833333333333	0.0161290322580645	GO:0030029	GO:BP	actin filament-based process	21017	6653	GO:0009987
query_1	TRUE	0.000148751493666404	98	48	6	0.125	0.0612244897959184	GO:0034109	GO:BP	homotypic cell-cell adhesion	21017	8417	GO:0098609
query_1	TRUE	0.000188530245290272	1511	48	16	0.333333333333333	0.0105890138980807	GO:0007155	GO:BP	cell adhesion	21017	2719	GO:0009987
query_1	TRUE	0.000490526471803965	2847	48	21	0.4375	0.00737618545837724	GO:0065008	GO:BP	regulation of biological quality	21017	15891	GO:0065007
query_1	TRUE	0.000602882591252117	65	48	5	0.104166666666667	0.0769230769230769	GO:0030219	GO:BP	megakaryocyte differentiation	21017	6727	GO:0030099
query_1	TRUE	0.003920564883713	846	48	11	0.229166666666667	0.0130023640661939	GO:0097435	GO:BP	supramolecular fiber organization	21017	18657	GO:0016043
query_1	TRUE	0.00500165588681901	3876	48	23	0.479166666666667	0.00593395252837977	GO:0006950	GO:BP	response to stress	21017	2582	GO:0050896
query_1	TRUE	0.00559124513345128	2453	48	18	0.375	0.00733795352629433	GO:0050793	GO:BP	regulation of developmental process	21017	13261	GO:0032502,GO:0050789
query_1	TRUE	0.00739788889263608	1517	48	14	0.291666666666667	0.00922874093605801	GO:0007010	GO:BP	cytoskeleton organization	21017	2622	GO:0006996
query_1	TRUE	0.00988944617051204	16	48	3	0.0625	0.1875	GO:0072378	GO:BP	blood coagulation, fibrin clot formation	21017	17375	GO:0007596,GO:0072376
query_1	TRUE	0.0164829685717945	2928	48	19	0.395833333333333	0.00648907103825137	GO:0051239	GO:BP	regulation of multicellular organismal process	21017	13589	GO:0032501,GO:0050789
query_1	TRUE	0.0170300355639824	19	48	3	0.0625	0.157894736842105	GO:0072376	GO:BP	protein activation cascade	21017	17373	GO:0051604
query_1	TRUE	0.0186869189403501	1644	48	14	0.291666666666667	0.00851581508515815	GO:0051240	GO:BP	positive regulation of multicellular organismal process	21017	13590	GO:0032501,GO:0048518,GO:0051239
query_1	TRUE	0.0206886907356452	3570	48	21	0.4375	0.00588235294117647	GO:0006996	GO:BP	organelle organization	21017	2611	GO:0016043
query_1	TRUE	0.0248359197838201	835	48	10	0.208333333333333	0.0119760479041916	GO:0022603	GO:BP	regulation of anatomical structure morphogenesis	21017	6611	GO:0009653,GO:0050793
query_1	TRUE	0.0267801874922583	140	48	5	0.104166666666667	0.0357142857142857	GO:0008360	GO:BP	regulation of cell shape	21017	3179	GO:0022604,GO:0065008
query_1	TRUE	0.036267674261123	8993	48	35	0.729166666666667	0.00389191593461581	GO:0050896	GO:BP	response to stimulus	21017	13339	GO:0008150
query_1	TRUE	0.046045965852553	1098	48	11	0.229166666666667	0.0100182149362477	GO:0001775	GO:BP	cell activation	21017	440	GO:0009987,GO:0032501
query_1	FALSE	0.0735052850397803	948	48	10	0.208333333333333	0.0105485232067511	GO:0098609	GO:BP	cell-cell adhesion	21017	18805	GO:0007155
query_1	FALSE	0.0851626131967765	2692	48	17	0.354166666666667	0.00631500742942051	GO:0009653	GO:BP	anatomical structure morphogenesis	21017	3571	GO:0032502,GO:0048856
query_1	FALSE	0.0937354117766014	439	48	7	0.145833333333333	0.0159453302961276	GO:0030099	GO:BP	myeloid cell differentiation	21017	6677	GO:0030097,GO:0030154
query_1	FALSE	0.0946149925996653	1413	48	12	0.25	0.00849256900212314	GO:2000026	GO:BP	regulation of multicellular organismal development	21017	25389	GO:0007275,GO:0050793,GO:0051239
query_1	FALSE	0.122851812690838	6	48	2	0.0416666666666667	0.333333333333333	GO:1900122	GO:BP	positive regulation of receptor binding	21017	20408	GO:0032092,GO:1900120
query_1	FALSE	0.132662862851943	464	48	7	0.145833333333333	0.0150862068965517	GO:0007015	GO:BP	actin filament organization	21017	2624	GO:0030036,GO:0097435
query_1	FALSE	0.132668886564542	37	48	3	0.0625	0.0810810810810811	GO:0045652	GO:BP	regulation of megakaryocyte differentiation	21017	11503	GO:0030219,GO:0045637
query_1	FALSE	0.134032232956239	101	48	4	0.0833333333333333	0.0396039603960396	GO:0034446	GO:BP	substrate adhesion-dependent cell spreading	21017	8640	GO:0031589
query_1	FALSE	0.141002478094268	1716	48	13	0.270833333333333	0.00757575757575758	GO:0048870	GO:BP	cell motility	21017	13113	GO:0009987
query_1	FALSE	0.216610515597859	5924	48	26	0.541666666666667	0.00438892640108035	GO:0048856	GO:BP	anatomical structure development	21017	13100	GO:0032502
query_1	FALSE	0.22865502277628	8	48	2	0.0416666666666667	0.25	GO:0007597	GO:BP	blood coagulation, intrinsic pathway	21017	3056	GO:0072376,GO:0072378
query_1	FALSE	0.231303719780326	352	48	6	0.125	0.0170454545454545	GO:0031589	GO:BP	cell-substrate adhesion	21017	7233	GO:0007155
query_1	FALSE	0.236953123536193	117	48	4	0.0833333333333333	0.0341880341880342	GO:0007229	GO:BP	integrin-mediated signaling pathway	21017	2779	GO:0007166
query_1	FALSE	0.260672950030977	226	48	5	0.104166666666667	0.0221238938053097	GO:0051651	GO:BP	maintenance of location in cell	21017	13864	GO:0009987,GO:0051235,GO:0051641
query_1	FALSE	0.261018758169752	1331	48	11	0.229166666666667	0.00826446280991736	GO:0051094	GO:BP	positive regulation of developmental process	21017	13489	GO:0032502,GO:0048518,GO:0050793
query_1	FALSE	0.315133838017223	126	48	4	0.0833333333333333	0.0317460317460317	GO:0043393	GO:BP	regulation of protein binding	21017	10666	GO:0051098
query_1	FALSE	0.324839189179038	127	48	4	0.0833333333333333	0.031496062992126	GO:0051209	GO:BP	release of sequestered calcium ion into cytosol	21017	13568	GO:0051283,GO:0097553
query_1	FALSE	0.334758410557742	128	48	4	0.0833333333333333	0.03125	GO:0051283	GO:BP	negative regulation of sequestering of calcium ion	21017	13619	GO:0048523,GO:0051208,GO:0051282
query_1	FALSE	0.355249657246939	130	48	4	0.0833333333333333	0.0307692307692308	GO:0051282	GO:BP	regulation of sequestering of calcium ion	21017	13618	GO:0032879,GO:0050794,GO:0051208
query_1	FALSE	0.379179529598382	245	48	5	0.104166666666667	0.0204081632653061	GO:0022604	GO:BP	regulation of cell morphogenesis	21017	6612	GO:0000902,GO:0022603
query_1	FALSE	0.398922211602992	134	48	4	0.0833333333333333	0.0298507462686567	GO:0051208	GO:BP	sequestering of calcium ion	21017	13567	GO:0006874,GO:0051651
query_1	FALSE	0.412133303227327	54	48	3	0.0625	0.0555555555555556	GO:0032092	GO:BP	positive regulation of protein binding	21017	7357	GO:0043393,GO:0051099
query_1	FALSE	0.424694781768961	2186	48	14	0.291666666666667	0.00640439158279963	GO:0070887	GO:BP	cellular response to chemical stimulus	21017	16358	GO:0042221,GO:0051716
query_1	FALSE	0.447182410560733	11	48	2	0.0416666666666667	0.181818181818182	GO:2000644	GO:BP	regulation of receptor catabolic process	21017	25926	GO:0009894,GO:0032801,GO:0060255
query_1	FALSE	0.447182410560733	11	48	2	0.0416666666666667	0.181818181818182	GO:0001765	GO:BP	membrane raft assembly	21017	431	GO:0031579,GO:0071709
query_1	FALSE	0.45016452145311	1181	48	10	0.208333333333333	0.00846740050804403	GO:0048646	GO:BP	anatomical structure formation involved in morphogenesis	21017	12904	GO:0009653,GO:0032502
query_1	FALSE	0.491695293930023	971	48	9	0.1875	0.00926879505664264	GO:0030097	GO:BP	hemopoiesis	21017	6675	GO:0048468
query_1	FALSE	0.535836856470301	12	48	2	0.0416666666666667	0.166666666666667	GO:0010572	GO:BP	positive regulation of platelet activation	21017	4225	GO:0010543,GO:0030168,GO:0050867
query_1	FALSE	0.561768011409552	779	48	8	0.166666666666667	0.0102695763799743	GO:0030155	GO:BP	regulation of cell adhesion	21017	6688	GO:0007155,GO:0050794
query_1	FALSE	0.576554649236089	2833	48	16	0.333333333333333	0.00564772326156018	GO:0048468	GO:BP	cell development	21017	12769	GO:0030154,GO:0048856,GO:0048869
query_1	FALSE	0.620403862732934	62	48	3	0.0625	0.0483870967741935	GO:0002090	GO:BP	regulation of receptor internalization	21017	676	GO:0031623,GO:0048259
query_1	FALSE	0.665989524757444	2005	48	13	0.270833333333333	0.00648379052369077	GO:0032879	GO:BP	regulation of localization	21017	7876	GO:0050789,GO:0051179
query_1	FALSE	0.703013746885433	433	48	6	0.125	0.0138568129330254	GO:0006816	GO:BP	calcium ion transport	21017	2495	GO:0030001
query_1	FALSE	0.723211593544934	282	48	5	0.104166666666667	0.0177304964539007	GO:0030100	GO:BP	regulation of endocytosis	21017	6678	GO:0006897,GO:0051128,GO:0060627
